name,address,location,cuisines,rating,rating_count,cost_for_two,source
Snack House,"Snack House, #10, First Floor, Castle Street road, above Afton Treadmill & Gym Equipment Store, Ashok Nagar, Bangalore - 560025",Central Bangalore,"Fast Food,Street Food",4.2,20.0,300.0,Swiggy
Azuki Japan Travel  Bistro And Sake,"Azuki Japan Travel  Bistro And Sake, 11/1, Alfred Street, Richmond Town,, Behind Baldwin Boys High School Back Gate, Bengaluru, Karnataka 560025",Central Bangalore,"Japanese,Asian",4.6,50.0,1200.0,Swiggy
Taj Hotel,"Taj Hotel, # 383 Jumma Masjid Road (OPH Road) Shivajinagar Bangalore - 560051",Central Bangalore,"Chinese,Mughlai",3.9,100.0,500.0,Swiggy
Hari Super Sandwich,"Hari Super Sandwich, 2, Brigade Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",Central Bangalore,Fast Food,3.9,100.0,100.0,Swiggy
Sweet Chariot Cafe,"Sweet Chariot Cafe, NO.301, CUNNINGHAM ROAD,  Prestige center point BANGALORE",Central Bangalore,Desserts,4.3,50.0,500.0,Swiggy
Cafe Noir,"Cafe Noir, The Collection, UB City Mall, n24, Vittal Mallya Road, 560001 Bangalore",Central Bangalore,"European,Italian",4.3,50.0,600.0,Swiggy
Provenance Deli and Desserts,"Provenance Deli and Desserts, Provenance, UB City, Ground,24 Vittal Mallya Rd, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"Desserts,Bakery",5.0,20.0,700.0,Swiggy
Imperial Restaurant,"Imperial Restaurant, #42/5 central street, opp bus stand ,shivajinagar,bangalore 560001",Central Bangalore,"Arabian,Chinese",4.1,100.0,400.0,Swiggy
JW Kitchen - JW Marriott,"JW Kitchen - JW Marriott, Gate No.1,24, 1, Vittal Mallya Rd, KG Halli, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"Indian,Continental",3.3,20.0,1000.0,Swiggy
Cafe Felix,"Cafe Felix, 1 MG-Mall, 5th Floor,  Swami Vivekananda Road, Trinity Circle, Bengaluru Urban, Bangalore 560008",Central Bangalore,"American,Continental",3.5,20.0,1000.0,Swiggy
Paratha Envy,"Paratha Envy, #10, First Floor, Castle Street road, above Afton Treadmill & Gym Equipment Store, Ashok Nagar, Bangalore - 560025",Central Bangalore,North Indian,4.3,100.0,249.0,Swiggy
Simpli Namdhari's,"Simpli Namdhari's, Unit No - SF 210, 2nd floor, Garuda Mall, Magrath Road, Ashok Nagar, Benagaluru, (Bangalore) Urban, Karnataka, 560025",Central Bangalore,"Chinese,European",3.7,50.0,500.0,Swiggy
Wow! Momo,"Wow! Momo, No - 185 Brigade Road Next to Piza Hut Bangalore 560001",Central Bangalore,"Tibetan,Healthy Food",4.2,100.0,250.0,Swiggy
Firangi Bake,"Firangi Bake, 17, 1st floor 1st main road,Vasanth Nagar Above SBI Bank,Bangalore 560052",Central Bangalore,"Italian,Mexican",4.1,20.0,400.0,Swiggy
Samosa Party,"Samosa Party, # 6, Near Casablanca Apartment, 5th cross,, Markham Rd, Ashok Nagar, Bengaluru, Karnataka 560025",Central Bangalore,"Chaat,North Indian",4.5,100.0,150.0,Swiggy
Amadora Gourmet Ice Cream & Sorbet,"Amadora Gourmet Ice Cream & Sorbet, 2ND FLOOR THE COLLECTION, AMADORA KIOSK, U B CITY, NO 24, VITTAL MALLYA ROAD, BANGALORE -560001",Central Bangalore,Desserts,4.1,20.0,450.0,Swiggy
Hamza hotel,"Hamza hotel, #19HKP road (broadway)Shivajinagar Bangalore 560051",Central Bangalore,"Continental,Fast Food",4.2,1000.0,300.0,Swiggy
Kwality Walls Frozen Dessert and Ice Cream Shop,"Kwality Walls Frozen Dessert and Ice Cream Shop, THE STUDIO (JUST JAIN): NO. 23/2, ANJANEYA TEMPLE STREET, AUSTIN TOWN BANGALORE, INDIA, Sarvagna Nagar , B.B.M.P East, Karnataka-560047 (HUL-I431954P6123)",Central Bangalore,"Ice Cream,Desserts",4.3,20.0,200.0,Swiggy
The Konkan - Seafood Restaurant,"The Konkan - Seafood Restaurant, #48/1, 1st Floor, St. Marks Road, Bangalore - 560 001",Central Bangalore,"Coastal,South Indian",4.5,50.0,1200.0,Swiggy
Brik Oven,"Brik Oven, #19, Church street, Brigade Gardens, Bangalore-560001",Central Bangalore,"Italian,Pizzas",4.3,100.0,1000.0,Swiggy
Breakfast Express,"Breakfast Express, :Municipal No. 161/1, PID No. 6/33/161/1-2and PID No. 6/33/161/1-3 situated at 1'1 Main Road, Seshadripuram Bengaluru-560020",Central Bangalore,"Continental,North Indian",4.3,100.0,200.0,Swiggy
The Bowl Company,"The Bowl Company, :Municipal No. 161/1, PID No. 6/33/161/1-2and PID No. 6/33/161/1-3 situated at 1'1 Main Road, Seshadripuram Bengaluru-560020",Central Bangalore,"Continental,North Indian",4.3,1000.0,300.0,Swiggy
Baskin Robbins,"Baskin Robbins, Shop No 3, Lower Ground Floor, Triumph Towers Church Street Bangalore 560001",Central Bangalore,Desserts,4.4,100.0,400.0,Swiggy
Bhartiya Jalpan,"Bhartiya Jalpan, 14, Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"North Indian,Sweets",4.1,500.0,270.0,Swiggy
Andhra Gunpowder,"Andhra Gunpowder, #10, First Floor, Castle Street road, above Afton Treadmill & Gym Equipment Store, Ashok Nagar, Bangalore - 560025",Central Bangalore,"Andhra,Biryani",4.2,100.0,350.0,Swiggy
China Flame,"China Flame, Beijing Bites, Sigma Trident, Ground Floor, 11/2, Hayes Road, Off Richmond Road,Bangalore 560025",Central Bangalore,"Chinese,Thai",4.1,20.0,275.0,Swiggy
Kaati Zone Rolls & Wraps,"Kaati Zone Rolls & Wraps, Padmavathi Complex #76/77, 8th Main, Vasanth Nagar,B.B.M.P East, Karnataka-560001",Central Bangalore,Beverages,3.9,50.0,150.0,Swiggy
RajHans Restaurant,"RajHans Restaurant, Unit No 9. , St. Marks Road, Bangalore- 560001, Shanthinagara, Bangalore (Karnataka), - 560001",Central Bangalore,"North Indian,Chinese",4.0,100.0,199.0,Swiggy
All Saints Bakery,"All Saints Bakery, 1st FLOOR, #126/2 Brigade Road,Bangalore",Central Bangalore,Bakery,4.4,100.0,200.0,Swiggy
Five Star Chicken,"Five Star Chicken, Shop No. 01 B, 5th Street , OM Road, Halasuru Bangalore, Karnataka  - 560008",Central Bangalore,"Snacks,Arabian",4.6,20.0,250.0,Swiggy
Bareerah Multicuisine Restaurant,"Bareerah Multicuisine Restaurant, 125/1, dispensary road, shiva nagar Bangalore",Central Bangalore,"Chinese,Continental",4.3,50.0,500.0,Swiggy
Virinchi Cafe,"Virinchi Cafe, Corporation Building, No 1, Residency Rd, Srinivas Nagar, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025",Central Bangalore,South Indian,4.4,100.0,250.0,Swiggy
McDonald's,"McDonald's, Hardcastle Restaurants Pvt Ltd, McDonald's Family Restaurants Pvt Ltd, 43,44,45 Brigade Road,Opp. Space Centre,Bengaluru- 560029",Central Bangalore,"Burgers,Beverages",4.4,100.0,400.0,Swiggy
The Baklava Company,"The Baklava Company, 4th Floor Inside Foodhal 1MG Mall, M.G.Road, Bangalore 560001",Central Bangalore,"Desserts,Sweets",4.0,20.0,600.0,Swiggy
KFC,"KFC, 19/3, BMS Pladium, SRT Road,Formerly Cunningham Road,Vasanth Nagar. Bangalore-560052.",Central Bangalore,"American,Snacks",3.4,100.0,400.0,Swiggy
Hotel Empire,"Hotel Empire, 36, Off MG Road, Church Street",Central Bangalore,"North Indian,Kebabs",4.3,500.0,450.0,Swiggy
Lassi and Juice,"Lassi and Juice, shop no.2, Hkp road, shivajinagar Bangalore-560051 opp to Russell market.",Central Bangalore,"Continental,Desserts",3.5,100.0,150.0,Swiggy
Bheemas,"Bheemas, 31, Church Street",Central Bangalore,Andhra,4.4,100.0,550.0,Swiggy
Wendy's,"Wendy's, KMK Towers, 1st floor, WEST PORTION, 142 K H ROAD, above Tata Motors, Shanthinagar, Bangalore South, bangalore, 560027",Central Bangalore,"American,Burgers",3.8,100.0,200.0,Swiggy
Little White Kitchen,"Little White Kitchen, 1st Floor, B block, St.Patricks Complex, Brigade Road, Bangalore - 5600025",Central Bangalore,"Chinese,Continental",4.5,20.0,300.0,Swiggy
paivihar,"paivihar, NO 16/A,GROUND FLOOR,KKMP BUILDING MILLER'S ROAD VASANTHNAGAR BANGALORE, B.B.M.P East, Karnataka-560052",Central Bangalore,"Chinese,Indian",4.4,20.0,300.0,Swiggy
Main Lassi Shop,"Main Lassi Shop, Near RB Supermarket, Unnamed Road, Swamy Shivanandapuram, Shivaji Nagar, Bengaluru, Karnataka 560051",Central Bangalore,"Beverages,Juices",3.9,100.0,250.0,Swiggy
Belgian Waffle Factory,"Belgian Waffle Factory, No 54, 8th main, vasanthnagar, Bangalore 23",Central Bangalore,"American,Desserts",3.8,100.0,300.0,Swiggy
Ibaco,"Ibaco, NO:121, BRIGADE ROAD,WOOD STREET,BENGALURU,KARNATAKA,INDIA,560051",Central Bangalore,Desserts,4.5,20.0,800.0,Swiggy
Faasos - Wraps & Rolls,"Faasos - Wraps & Rolls, 17, 1st floor 1st main road,Vasanth Nagar Above SBI Bank,Bangalore 560052",Central Bangalore,"Fast Food,Snacks",4.3,100.0,200.0,Swiggy
Biryani Trip,"Biryani Trip, #10, First Floor, Castle Street road, above Afton Treadmill & Gym Equipment Store, Ashok Nagar, Bangalore - 560025",Central Bangalore,"Biryani,Hyderabadi",4.3,50.0,400.0,Swiggy
INOX,"INOX, INOX Leisure Ltd., 4th Floor, Garuda Mall, Magarath Road, Bangalore 560025",Central Bangalore,Fast Food,3.8,20.0,400.0,Swiggy
Mad Over Donuts,"Mad Over Donuts, 17, 1st floor 1st main road,Vasanth Nagar Above SBI Bank,Bangalore 560052",Central Bangalore,"Desserts,Sweets",4.4,20.0,200.0,Swiggy
Art Of Delight,"Art Of Delight, 44/1, Residency Road",Central Bangalore,"Ice Cream,Desserts",4.4,100.0,250.0,Swiggy
Chung Wah,"Chung Wah, NO 45/1, LEO SHOPPING COMPLEX, RESIDENCY CROSS ROAD, BANGALORE - 560025",Central Bangalore,Chinese,4.3,100.0,800.0,Swiggy
Madurai Idly shop - Express,"Madurai Idly shop - Express, No.61,Veerapillai Street,Shivajinagar,Karnataka-560001",Central Bangalore,South Indian,3.8,100.0,150.0,Swiggy
Kanti Bakes And Flakes,"Kanti Bakes And Flakes, No.002 & 003, Block B Ground Floor at St. Patrick's Complex Brigade Road, bangalore-560025",Central Bangalore,Sweets,4.4,20.0,200.0,Swiggy
Nutribites,"Nutribites, NUTRIBITES, Richmond Town, Bengaluru, Karnataka, India",Central Bangalore,"Healthy Food,Juices",4.6,100.0,150.0,Swiggy
Kaippunnyam Restaurant,"Kaippunnyam Restaurant, No. 78, 80, Brigade Rd, Ashok Nagar, Bengaluru, Karnataka 560025, India",Central Bangalore,"Indian,Seafood",4.3,100.0,300.0,Swiggy
ROMEO LASSI SHOP,"ROMEO LASSI SHOP, NO, 12 OLD NO, 16 2ND FLOOR 'C' 2ND STREET CHANDINI CHOWK ROAD SHIVAJINAGAR BANGALORE",Central Bangalore,"Beverages,Ice Cream",3.8,20.0,250.0,Swiggy
Rolls on Wheels,"Rolls on Wheels, No 33/1, Ground floor, Leemans complex, Next to IDFC bank, Cunningham road, Bangalore,",Central Bangalore,Fast Food,4.2,100.0,300.0,Swiggy
MOKA ON THE GO,"MOKA ON THE GO, No 1, Ground floor, Palace Cross Rd,Bengaluru, Karnataka 560001, India",Central Bangalore,Bakery,5.0,20.0,300.0,Swiggy
SAVERA LASSI SHOP,"SAVERA LASSI SHOP, NO, 12 OLD NO, 16 2ND FLOOR 'C' 2ND STREET CHANDINI CHOWK ROAD SHIVAJINAGAR BANGALORE",Central Bangalore,"Juices,Beverages",3.8,20.0,250.0,Swiggy
Taco Bell,"Taco Bell, Taco Bell,3rd Floor, Garuda Mall - 15, Magrath Road, Craig Park Layout, Ashok Nagar, Bengaluru, Karnatak 560025",Central Bangalore,Mexican,4.1,100.0,300.0,Swiggy
Dancing Wok,"Dancing Wok, 13th Floor, Barton Centre, no.84 MG Road, Bangalore - 560001",Central Bangalore,Chinese,4.5,20.0,700.0,Swiggy
Lavonne,"Lavonne, No.4/2, Samrah Plaza, Ground Floor, St. Marks Road, Bengaluru, Karnataka 560001",Central Bangalore,"Bakery,Desserts",4.4,100.0,750.0,Swiggy
Xian,"Xian,  # 11,Haudin Road, Diagonally opp God's Gift Apts, Halasuru, Bengaluru 560042",Central Bangalore,"Chinese,Seafood",4.2,100.0,800.0,Swiggy
Khan Saheb Grills and Rolls,"Khan Saheb Grills and Rolls, 27/28, Kamaraj Rd, Off Commercial Street, Tasker Town, Shivaji Nagar,Opposite to Westside mall,Bengaluru, Karnataka 560001",Central Bangalore,"Tandoor,Mughlai",4.1,100.0,300.0,Swiggy
Zoroy Luxury Chocolates,"Zoroy Luxury Chocolates, 44, CHURCH STREET,, NEAR KC DAS, Bengaluru (Bangalore) Rural,Karnataka, 560001",Central Bangalore,"Desserts,Bakery",4.5,20.0,250.0,Swiggy
Dumont Creamery,"Dumont Creamery, No 13 MUSEUM ROAD, MG ROAD BANGALORE",Central Bangalore,"Beverages,Ice Cream",4.2,20.0,250.0,Swiggy
In Wok,"In Wok, Sheriff House, 85,Richmond Road",Central Bangalore,Chinese,4.1,50.0,500.0,Swiggy
Fanoos,"Fanoos, #17, hosur road, Near Jhonson Market, Richmond Town",Central Bangalore,"Biryani,Tandoor",4.1,100.0,300.0,Swiggy
Samrudh Veg,"Samrudh Veg, 18, Ali Asker Rd, Vasanth Nagar, Bengaluru, Karnataka 560051, India",Central Bangalore,"South Indian,Chinese",4.0,50.0,150.0,Swiggy
Thalaivars Biryani,"Thalaivars Biryani, No. Partial Ground Floor, Sigma Mall, Cunningham Road, Bengaluru - 560052, District - B.B.M.P East, STATE - Karnataka",Central Bangalore,"Biryani,Indian",4.2,100.0,200.0,Swiggy
The Biryani Life,"The Biryani Life, 17, 1st floor 1st main road,Vasanth Nagar Above SBI Bank,Bangalore 560052",Central Bangalore,"Biryani,Hyderabadi",3.7,20.0,250.0,Swiggy
Suzy Q by 1522,"Suzy Q by 1522, No 1 &1/2 , Queens Road, Civil Station, Bengaluru, Shivajinagara, 560001",Central Bangalore,"Indian,Continental",4.0,100.0,800.0,Swiggy
1522 The Pub - Residency Road,"1522 The Pub - Residency Road, NO.65, FIELD MARSHALL CARIAPPA ROAD, RESIDENCY ROAD, BANGALORE B.B.M.P East Karnataka 560025",Central Bangalore,"Chinese,Coastal",4.4,50.0,600.0,Swiggy
Natural Ice Cream,"Natural Ice Cream, INSIDE House of Lords, Ground Floor NEAR SBI, St. Marks Road, Bangalore-560001",Central Bangalore,Ice Cream,4.6,100.0,150.0,Swiggy
Sweet Chariot,"Sweet Chariot, # 11, cruzon complex, Brigade road, Bangalore",Central Bangalore,Desserts,4.2,50.0,50.0,Swiggy
Lakeview Milkbar,"Lakeview Milkbar, Kannan Building, 89, MG Road, Haridevpur, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"Desserts,Ice Cream",4.1,100.0,450.0,Swiggy
LunchBox - Meals and Thalis,"LunchBox - Meals and Thalis, 17, 1st floor 1st main road,Vasanth Nagar Above SBI Bank,Bangalore 560052",Central Bangalore,"North Indian,Punjabi",4.2,100.0,200.0,Swiggy
Sri Udupi Grand,"Sri Udupi Grand, 28-32, Castle St, Ashok Nagar, Bengaluru, Karnataka 560025",Central Bangalore,"Chinese,South Indian",4.0,20.0,100.0,Swiggy
YAK KITCHEN,"YAK KITCHEN, No.28, Rest House Road, Bengaluru, Karnataka 560001, India",Central Bangalore,"Tibetan,Sushi",3.9,50.0,500.0,Swiggy
Woody's,"Woody's, Woody's, Commercial Street, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka, India",Central Bangalore,Indian,4.5,20.0,350.0,Swiggy
Bangarpet chats,"Bangarpet chats, 9, Curley St, Muniswamy Garden, Richmond Town, Bengaluru, Karnataka 560025, India",Central Bangalore,Chaat,4.3,50.0,110.0,Swiggy
Zyng - Pan Asian Dining,"Zyng - Pan Asian Dining, # 8/6 kensington point begum mahal bus stop ulsoor bangalore 560008",Central Bangalore,"Pan-Asian,Chinese",4.3,100.0,500.0,Swiggy
Naachiyar's,"Naachiyar's, Naachiyars Elite, Ground Floor, No.36/2, Haudin Road, Ulsoor, Bangalore 560042.",Central Bangalore,"Biryani,Chettinad",4.1,100.0,350.0,Swiggy
RAAHI,"RAAHI, OLD NO 1 , NEW NO 15 , MADRAS BANK ROAD , Bengaluru , - 560001",Central Bangalore,Indian,4.1,20.0,500.0,Swiggy
Tadka Singh,"Tadka Singh, #31, Magrath Road, Next to Grand Magrath Hotel, Inside Dakshin Honda Compound, Bangalore 560025",Central Bangalore,"Punjabi,North Indian",4.2,100.0,300.0,Swiggy
Roomali,"Roomali, 33, Church Street",Central Bangalore,"North Indian,Indian",4.3,50.0,1000.0,Swiggy
Tewari Bros Mithai Shop,"Tewari Bros Mithai Shop, # 27, Dickenson Road",Central Bangalore,"Gujarati,Rajasthani",3.8,50.0,150.0,Swiggy
Chianti,"Chianti, no.18, Ground floor, Ramanashree Arcade, Chianti Restaurant, MG Road, Opp. Oberoi Hotel",Central Bangalore,"Italian,Pizzas",4.3,100.0,1250.0,Swiggy
Chaatimes,"Chaatimes, C/O Pakashala Restaurant, chaatimes near Ulsoor, Bengaluru, Karnataka, India",Central Bangalore,"Chaat,Beverages",4.3,20.0,150.0,Swiggy
Green Theory,"Green Theory, 15, Convent Road, OffResidency Road, Bangalore 560025",Central Bangalore,"Italian,Continental",4.0,20.0,1000.0,Swiggy
No.10 Fort Cochin,"No.10 Fort Cochin, #9, halcyon complex, st marks road, bangalore 1",Central Bangalore,"Seafood,Kerala",4.2,500.0,400.0,Swiggy
homely,"homely, :Municipal No. 161/1, PID No. 6/33/161/1-2and PID No. 6/33/161/1-3 situated at 1'1 Main Road, Seshadripuram Bengaluru-560020",Central Bangalore,"Home Food,North Indian",4.3,500.0,200.0,Swiggy
MAGGI BABA,"MAGGI BABA, NO, 12 OLD NO, 16 2ND FLOOR 'C' 2ND STREET CHANDINI CHOWK ROAD SHIVAJINAGAR BANGALORE",Central Bangalore,"Beverages,Ice Cream",3.2,20.0,250.0,Swiggy
Infinitea,"Infinitea, Cunningham Road, 17/1 Ali Asker Road, Bangalore 560001",Central Bangalore,"Italian,French",4.3,100.0,1000.0,Swiggy
TIPSY CAFE,"TIPSY CAFE, NO, 12 OLD NO, 16 2ND FLOOR 'C' 2ND STREET CHANDINI CHOWK ROAD SHIVAJINAGAR BANGALORE",Central Bangalore,"Desserts,Ice Cream",3.3,20.0,250.0,Swiggy
Haagen Dazs,"Haagen Dazs, Haagen Dazs : Church street No: 16/4, Ground floor Phoenix Arcade, Bangalore 560001",Central Bangalore,"Ice Cream,Desserts",3.8,20.0,600.0,Swiggy
TIPSY LASSI SHOP,"TIPSY LASSI SHOP, NO, 12 OLD NO, 16 2ND FLOOR 'C' 2ND STREET CHANDINI CHOWK ROAD SHIVAJINAGAR BANGALORE",Central Bangalore,"Desserts,Ice Cream",3.8,20.0,250.0,Swiggy
Pabrai's Fresh & Naturelle Ice creams,"Pabrai's Fresh & Naturelle Ice creams, No 6, Wood Street, Ashok Nagar, Bangalore  560025",Central Bangalore,"Ice Cream,Desserts",4.7,20.0,180.0,Swiggy
The Good Bowl,"The Good Bowl, 17, 1st floor 1st main road,Vasanth Nagar Above SBI Bank,Bangalore 560052",Central Bangalore,"North Indian,Punjabi",3.9,50.0,400.0,Swiggy
New Alameen Restaurant,"New Alameen Restaurant, No 22 bazaar street halasuru bangalore 560008",Central Bangalore,"Biryani,North Indian",3.8,100.0,400.0,Swiggy
Sikandar Rolls,"Sikandar Rolls, 13th Floor, Barton Centre, no.84 MG Road,",Central Bangalore,"North Indian,Biryani",4.4,100.0,300.0,Swiggy
Ujwal Family bar and restaurant,"Ujwal Family bar and restaurant, 204/A 4/2 cross opp. Jain hospital.millers road Vasanthnagar Bangalore 560052",Central Bangalore,"Seafood,North Indian",3.9,20.0,600.0,Swiggy
Karnatic,"Karnatic, #30, 2nd floor, church street, off MG road, Opp to SBI bank, bengaluru - 5600001",Central Bangalore,"South Indian,Desserts",4.3,100.0,400.0,Swiggy
Hard Rock Cafe Bengaluru,"Hard Rock Cafe Bengaluru, 40, St Marks Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Central Bangalore,"American,Continental",4.3,50.0,900.0,Swiggy
Chungs Chinese Corner - Cunningham Road,"Chungs Chinese Corner - Cunningham Road, 106/13, Ground Floor, Westminster Building, Cunningham Road, Bangalore, Cunningham Road, Central Bangalore, Bengaluru, Karnataka",Central Bangalore,"Chinese,Snacks",4.2,100.0,450.0,Swiggy
Frosty Crumble,"Frosty Crumble, Art of Delight, 44/1, Residency Road",Central Bangalore,"Desserts,Ice Cream",4.5,20.0,450.0,Swiggy
Hoppipola,"Hoppipola, 3rd Floor, 14, Church Street, Bangalore - 560001. ( M G Rd )",Central Bangalore,"Combo,Salads",4.7,20.0,600.0,Swiggy
Blue Tokai Coffee Roasters,"Blue Tokai Coffee Roasters, Wework Prestige Central, Infantry Road, Sampangi, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka, India",Central Bangalore,"Healthy Food,American",4.5,100.0,800.0,Swiggy
Miller's 46,"Miller's 46, 46 Millers Road Near Cunningham Road Vasanthnagar Bangalore  India   560052",Central Bangalore,"American,Continental",4.3,100.0,1100.0,Swiggy
BMD - Burgers. Melts. Dogs : Premium Sandwiches,"BMD - Burgers. Melts. Dogs : Premium Sandwiches, 29/1 Kaverappa Layout, Bangalore - 560001",Central Bangalore,"American,Healthy Food",4.0,20.0,600.0,Swiggy
SMOOR,"SMOOR, #NO. 17, 1ST MAIN ROAD, FIRST FLOOR, VASANTH NAGAR, BANGALORE, Abbigere, Bangalore North, Bangalore Urban, Karnataka - 560052",Central Bangalore,"Desserts,Bakery",4.8,20.0,350.0,Swiggy
Salt - Indian Restaurant Bar & Grill,"Salt - Indian Restaurant Bar & Grill, No 24, Vittal Malya Road, Concord and Canberra Block 2nd Level, UB City Bangalore, B.B.M.P East, Karnataka-560001",Central Bangalore,"South Indian,Indian",4.2,20.0,1000.0,Swiggy
Thai House,"Thai House, 5Th Avenue shopping Mall, Ground Floor, Brigade Road, Bangalore 560001",Central Bangalore,Thai,4.3,100.0,900.0,Swiggy
Theobroma,"Theobroma, Ground Floor, Unit No. 36, Vittal Mallya Road, Bengaluru - 560001",Central Bangalore,"Desserts,Bakery",4.5,100.0,500.0,Swiggy
Carnival De Goa,"Carnival De Goa, 8/6, 2nd floor, Kensington Point, Ulsoor Road, Ulsoor, Bangalore - 560008",Central Bangalore,"Goan,Mangalorean",4.1,100.0,500.0,Swiggy
Bhagatram Sweets,"Bhagatram Sweets, #174/1, commercial street",Central Bangalore,"Indian,Chinese",3.9,100.0,250.0,Swiggy
Sreeraj Lassi Bar,"Sreeraj Lassi Bar, t no164, chik Bazar Road ,oppos ite to Bus s tand Shivajinagar Bangalore-560051",Central Bangalore,"Juices,Desserts",4.0,20.0,250.0,Swiggy
Plan B,"Plan B, Planb,  No 148 & 149, St Thomas Building, Brigade Rd, Ashok Nagar, Bengaluru, Karnataka 560025.",Central Bangalore,American,4.3,100.0,1200.0,Swiggy
Indian spice foods,"Indian spice foods,  Indian Spice Foods No 21 Kaliamman Kovil street Halasuru, Mahadevpura, B.B.M.P East (Karnataka), -560008",Central Bangalore,"Indian,Chinese",3.3,20.0,150.0,Swiggy
Toast & Tonic,"Toast & Tonic, 14, Wood Street, Ashok Nagar Banglore",Central Bangalore,"European,Continental",4.4,20.0,900.0,Swiggy
Ramji Chaiwale,"Ramji Chaiwale, B11, Ground Floor , Devatha Plaza, 131 Residency Road, Srinivas Nagar, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025",Central Bangalore,"Fast Food,Punjabi",4.6,100.0,100.0,Swiggy
Leon Grill,"Leon Grill, Leon Grill.House of LordsNo;16/1, Shop No;3, Ground Floor.St Mark's Rd, Bangalore 560001.",Central Bangalore,"American,Snacks",4.4,500.0,400.0,Swiggy
Aaliyar Ambur Dum Biryani,"Aaliyar Ambur Dum Biryani, 7, Markham Rd, behind, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",Central Bangalore,Indian,3.3,20.0,200.0,Swiggy
